concept,language,translations
tree,slk,"['strom', 'stromy', 'stromu', 'stromov', 'stromom', 'figovník', 'stromami', 'olivovník', 'paliem', 'figovníkom', 'borievky', 'figovníka', 'olivovníky', 'santalu', 'sykomorám', 'olivovníkov', 'figovníky', 'figovníku', 'strome', 'tamariškou', 'borievka', 'ker', 'tamarišku', 'deborinou', 'im', 'granátovníkom', 'stromoch', 'kručinu', 'kručinou', ',', 'drevorubačom', 'kručiny', 'mandľovník', 'lesnými', 'palme', 'palmu', 'granátovníky', 'jabloňou', 'mandľovníka', 'poľný', 'olivovníku', 'borievkové', 'moruši', 'olivovníka']"
tree,swe,"['träd', 'trädet', 'träden', 'fikonträdet', 'fikonträd', 'olivträd', 'enträd', 'sykomorträd', 'palmstaden', 'cederstockar', 'fruktträd', 'palmer', 'olivträdet', 'trä', 'myrtenträden', 'tamarisken', 'algumträd', 'algumträden', 'palmen', 'enträden', 'skogens', 'olivträden', 'tamarisk', 'styraxträd', 'palm', 'granatäppelträd', 'ginstbuske', 'ginstbusken', 'sykomorträden', 'är', 'lotusträden', 'avskärmar', 'skog', 'fanns', 'blommar', 'palmens', 'slagit', 'väckte', 'träslag', 'trädslag', 'enträdet', 'träds', 'mandelträd', 'pilträd', 'grenar', 'liknade', 'trädets', 'rötterna', 'olivberget', 'mullbärsträd', 'mullbärsfikonträd']"
tree,ces,"['strom', 'stromy', 'stromu', 'stromů', 'stromem', 'fíkovník', 'fíkovníku', 'olivovník', 'palem', 'fíkovníkem', 'jalovce', 'olivovníky', 'stromům', 'cedrů', 'olivovníků', 'sykomorám', 'fíkovníky', 'jalovec', 'myrtami', 'stromě', 'tamaryškem', 'janovcem', 'radost', 'janovců', 'cicimky', 'sykomory', 'palmu', 'olivovníku', 'tamaryšek', 'palmou', 'granátovníkem', 'cedry', 'stromech', 'sykomorami', 'topoly', 'mandlovník', 'jabloň', 'zahrady', 'granátovníky', 'jabloní', 'cedr', 'mandloně', 'jalovci', 'vrbu', 'akácií', 'sykomor', 'jalovcová', 'morušovníku', 'sykomoru', 'ratolesti']"
tree,gla,"['ag', 'seargte', 'mholluich', 'chraoibh-fhige']"
tree,msa,"['pokok', 'pohon', 'kajoe', 'hoetan', 'daoen', 'zait', ""kitaboe'lhajat""]"
tree,fas,"['درخت', 'درختان', 'درختی', 'درختانی', 'بیابم', 'گرفته', 'درختِ']"
tree,hye,"['ծառի', 'ծառ', 'ծառերի', 'ծառերը', 'ծառեր', 'ծառը', 'թզենին', 'թզենու', 'ծառից', 'ծառերից', 'ծառերն', 'արմավենիների', 'տակ', 'ծառն', 'ծառին', 'ձիթենիներ', 'գերաններ', 'փայտը', 'ձիթենիների', 'ձիթենու', 'սաղարթախիտ', 'գիհու', 'մրտենիների', 'թզենի', 'պտուղը', 'կային', 'ձիթենին', 'ծառերին', 'ուտի', 'կծաղկի', 'թզենուն', 'ծառերիդ', 'գերաններով', 'սարքեց', 'մտավ', 'սանտալի', 'արմատն', 'փշոտ', 'ծածկում', 'քարերով', 'ածուխներ', 'շիվերի', 'կախում', 'ծառե՛ր', 'հենարանները', 'պարտեզը', 'արմավենու', 'արմավենին', 'չե՞ն', 'ժանտաթզենիները', 'թզենուց', 'կաճի', 'ճյուղ', 'վազը', 'վազն', 'տնկեց', 'թզենիներն', 'եղել', 'թզենիների', 'ձիթենիները', 'գիհի', 'կասեք', 'ժանտաթզենու', 'ճյուղեր', 'ձիթենիներն']"
tree,est,"['viigipuu', 'puu', 'viigipuud', 'peal', 'puuks', 'puud', 'raiuma', 'viigipuuga', 'puude', 'otsimas', 'mooruspuule', 'otsa', 'puus', 'oksi', 'hilissügisesed', 'elupuust', 'puudele', 'puudest', 'puule', 'oliivipuud', 'elupuude', 'elupuudest']"
tree,cym,"['pren', 'ffigysbren', 'goed', 'prennau', 'coed', 'bren', 'olewydden', 'dderwen', 'ffynidwydd', 'brennau', 'choed', 'sycamorwydd', 'palmwydd', 'ffigyswydd', 'gwyrddlas', 'olewydd', 'phrennau', 'mamre', 'more', 'thrigain', 'wastadedd', 'derwen', 'ferywen', 'algumim', 'meryw', 'balmwydden', 'derw', 'dderw', 'grug', 'ir', 'myrtwydd', 'sycamorwydden', 'boplys', 'ffrwythlon', 'blaguro', 'olewyddlannau', 'alon', 'debora', 'ddyffryn', 'meonenim', 'fwriwch', 'cysgodfawr', 'werdd', 'drysgoed', 'palmwydden', 'o’u', 'gnau', 'pomgranadau', 'afallen', 'almon', 'athrawiaeth', 'ddeiliog', 'helygen', 'sittim', 'gwylltion', 'gwŷdd', 'mhren', 'lyfr']"
seed,eng,"['seed', 'seeds']"
seed,spa,"['descendencia', 'semilla', 'semillas', 'siembran', 'cilantro', 'parte', 'cesarán', 'sementera', 'yo', 'simiente', 'incorruptible']"
seed,deu,"['samen', 'same', 'saat', 'nachkommen', 'säen', 'saatgut', ',', 'aussaat', 'samenarten', 'saatkorn', 'pflanzen', 'koriandersamen', 'besäen', 'samens', 'pflanzensamen', 'nachkommenschaft', 'wird', 'hatte', 'saatfeldern', 'übeltätern', 'bist', 'samenträger', 'samenkörner']"
seed,zho,"['后裔', '种子', '撒种', '的', '子孙', '耕种', '谷种', '种', '栽种', '子', '怀孕', '有的', '出产', '撒种量', '撒', '种籽', '种族', '粮食', '奇事', '苗裔', '之上', '膀臂', '收割', '生长', '散播']"
seed,fra,"['semence', 'semailles', 'semer', 'semences', 'semez', 'sèment', 'coriandre', 'partie', 'grains', 'grain']"
seed,pol,"['potomstwo', 'nasienie', 'potomstwu', 'potomstwa', 'nasienia', 'potomstwem', 'ziarno', 'potomka', 'nasion', 'nasieniem', 'siać', 'ziarna', 'nasiono', 'potomkowie', 'siał', 'nasiona', 'potomkami', 'siewu', 'wysiewu', 'obsiewano', 'pól', 'sieję', 'utwierdzę', 'sieją', 'zasiew', 'siejecie', 'potomkiem', 'obsiewanej', 'potomków', 'ziarnem', 'potomstwie', 'potomkowi']"
seed,rus,"['потомство', 'семена', 'потомству', 'семя', 'семян', 'потомства', 'потомки', 'потомка', 'семенами', 'потомством', 'потомков', 'потомкам', 'потомок', 'семенем', 'сеять', 'зерна', 'сейте', 'семени', 'жнут', 'некоторые', 'сев', 'забеременеет', 'произведений', 'засеивают', 'приходили', 'урожай', 'сеющие', 'посеет', 'пашет', 'семенам', 'рода', 'сеете', 'потомком', 'потомку']"
seed,fin,"['siementä', 'siemenesi', 'siemen', 'siemenellesi', 'siemenen', 'siemenelleen', 'siemenensä', 'siemenestä', 'siementään', 'kylvää', 'siemeniä', 'siemenelle', 'kylvä', 'siemenistä', 'siementäsi', 'siemeneksesi', 'kylvi', 'siemeneksi', 'siemenenne', 'siemeneen', 'lakkaa', 'korianterinsiemen', 'kasvinsiemenen', 'hedelmöityy', 'siemenestäsi', 'kylvettävä', 'korianterinsiemenen', 'siementen', 'kylvetä', 'viljapelloistanne', 'siementäni', 'kylvävät', 'kantaen', 'möyhentää', 'kylvätte', 'kylvetty', 'siemenenä', 'teihin', 'kylväkää', 'kylvät', 'kylväneet', 'siemenet', 'siemenessäsi']"
seed,est,"['seemet', 'seeme', 'seemnele', 'seemnest', 'seemne', 'seemnetest', 'seemneks', 'seemneid', 'järglastele', 'järglased']"
seed,ita,"['seme', 'seminare', 'semi', 'semina', 'seminate', 'seminano']"
seed,cym,"['had', 'heuwch', 'hau', 'hadau', 'heuwyd', 'a', 'pheth', 'pryd', 'heuodd', 'feichioga', 'amryw', 'heuad', 'heuasai', 'heua', 'fraich', 'heuer', 'heui', 'ydych', 'hedyn', 'heuir']"
leaf,spa,"['hojas', 'hoja', 'deja']"
leaf,eng,"['leaves', 'leaf']"
leaf,deu,"['blätter', 'hervortreibt', 'feigenblätter', 'olivenblatt', 'verwehten', 'olivenlaub', 'verwehtes', 'überläßt', 'türflügel']"
leaf,zho,"['叶子', '树叶', '胆战心惊', '叶', '树枝', '凋零', '扇', '罪', '留下']"
leaf,nld,"['bladeren', 'laat', 'schiet', 'vijgenbladeren', 'olijfblad', 'blad', 'vleugels', 'olijfbladeren', 'wegwaaiend', 'deurvleugels']"
leaf,fra,"['feuilles', 'feuille', 'battants', 'laisse', 'feuillages', 'abandonne']"
leaf,pol,"['liście', 'liść', 'skrzydła', 'liści', 'liścia', 'jaja', 'przelewaniem', 'pozostawi']"
leaf,afr,"['blare', 'blaar', 'laat', 'aanmekaargewerk', 'olyfblaar', 'vleuels', 'olyfblare', 'deurvleuels']"
leaf,cat,"['fulles', 'brots', 'deixa']"
leaf,dan,"['blade', 'blad', 'figenblade', 'olivenblad', 'fløje', 'overlader', 'dørfløje', 'liggende', 'efterlader', 'bladene']"
leaf,fin,"['jättää', 'lehtiä', 'viikunanlehtiä', 'lehti', 'lehden', 'puoliskot', 'lehviä', 'lehdenkö', 'lehtensä', 'ovenpuoliskoa', 'lehtiään', 'lehdet']"
leaf,ell,"['φύλλα', 'φύλλο', 'αφήνει', 'φύλλου', 'αφήσει']"
leaf,hun,"['leveleket', 'sodródó', 'fűztek', 'olajfalevél', 'szárnya', 'olajban', 'hátrahagyja', 'fák']"
leaf,isl,"['blöðin', 'springa', 'láti', 'blöð']"
leaf,gle,"['duilleoga', 'mbachlóg', 'duilliúr', 'duilleoige', 'easna', 'píne', 'duilleog', 'huibheacha', 'dhuilleog', 'filleadh', 'bhfágann']"
leaf,xho,"['amagqabi', 'elisandul', 'kukurhashaza', 'ezimbini', 'igqabi', 'iwashiya', 'zomnyango', 'uzishiya', 'kwamagqabi', 'owawunamagqabi', 'ashiye']"
leaf,ita,"['foglie', 'foglia', 'lascia', 'battenti']"
leaf,lit,"['lapai', 'lapus', 'lapą', 'krintančio', 'dalių', 'pakasa', 'paliks', 'paliktų', 'medžio']"
leaf,mlt,"['l-weraq', 'werqa', 'weraq', 'il-weraq', 'bibien', 'titlaq', 'jintlewew', 'jibqgħu', 'iħalli']"
leaf,rus,"['листья', 'лист', 'шелест', 'половинки', 'маслин', 'дрожать', 'оставляет', 'состояла', 'остаются', 'листьев', 'оставит']"
leaf,srp,"['lišće', 'list', 'prolista', 'grane', 'jaja', 'ostaje', 'lišća', 'ostavi']"
leaf,slk,"['listy', 'krídla', 'lístie', 'list', 'odviateho', 'vetrom', 'prenecháva', 'necháva', 'listov', 'zanechá']"
leaf,swe,"['löv', 'kringvirvlande', 'blad', 'olivlöv', 'överlåter', 'dörrblad', 'kvar', 'efterlämnar', 'löven']"
leaf,tur,"['yapraklarını', 'kopmuş', 'yaprağın', 'dalları', 'sürüklediği', 'yumurtalarını', 'vardı', 'günahı', 'yapraktan', 'bakmak']"
leaf,ces,"['listy', 'křídla', 'list', 'odvátého', 'hnaný', 'ponechává', 'nechává', 'listů', 'zanechá']"
leaf,gla,"['duilleach', 'fag']"
leaf,msa,"['daoen', 'daoennja', 'berdaoen', 'ditinggalkannja']"
leaf,fas,"['برگ', 'برگ\u200cهای']"
leaf,hye,"['տերևներ', 'տերևներն', 'նոր', 'քամուց', 'ծալվում', 'տերևը', 'ձվերը', 'լինում', 'երկփեղկանի', 'տերևներից', 'տերևները']"
leaf,est,"['ajama', 'lehti', 'lehes', 'jääb']"
leaf,cym,"['ddail', 'dail', 'ddeilen', 'deilen', 'blygedig', 'ad', 'i’r', 'gad', 'gadu']"
root,eng,"['root', 'roots']"
root,spa,"['raíz', 'raíces', 'arraigarse', 'arraigaría', 'desarraigará', 'arraigara', 'arraigará']"
root,deu,"['wurzel', 'wurzeln', 'schlagen', 'entwurzeln', 'wurzelwerk']"
root,zho,"['根', '树根', '扎根', '根就', '恶根', '过来', '我的根', '拔', '用水', '丰盛', '遮盖', '像根', '鹰', '根来', '枝条', '根长']"
root,fra,"['racine', 'racines', 'déracinera']"
root,pol,"['korzeń', 'korzenia', 'korzenie', 'korzeni', 'wykorzeni', 'korzeniowy', 'korzeniem']"
root,rus,"['корень', 'корней', 'корни', 'корня', 'глупец', 'глубины', 'искоренит', 'укоренится', 'укоренялся', 'корнями', 'корнем']"
root,fin,"['juuri', 'juurta', 'juurensa', 'juurtumaan', 'juuria', 'juurtuisi', 'juuret', 'juuresta', 'paikallaan', 'juurtuvan', 'juureni', 'repäisee', 'juuristaan', 'juuresi', 'juurtuu', 'juurtunut', 'juurtuneet', 'juuristo', 'vesoista', 'juurensakin']"
root,est,"['juurt', 'juur', 'juurte', 'kuivanud', 'rammusast']"
root,ita,"['radice', 'radici', 'sradicherà']"
root,cym,"['gwreiddyn', 'wreiddyn', 'gwraidd', 'wraidd', 'wreiddia', 'wreiddio', 'gwreiddio', 'ngwreiddyn', 'ddadwreiddia', 'waelod', 'ddiwreiddia', 'cynyddant']"
flesh,eng,"['flesh', 'meat']"
flesh,fra,"['chair', 'viande']"
flesh,pol,"['ciało', 'ciała', 'mięso', 'ciałem', 'ciele', 'mięsa', 'mięsem', 'ciału', 'cielesne', 'krewnych', 'gotowało', 'urządziła', 'jatkach', 'cielesnego']"
flesh,zho,"['肉', '肉体', '身体', '肉身', '身上', '生命', '骨肉', '人', '都', '一体', '人类', '的', '全身', '肌肉', '全人类', '情欲', '一', '，', '肉吃', '血肉', '所有的人', '体', '肉锅', '裤子', '发白', '洗身', '不用', '有酵', '煮肉', '肉来', '器具', '贴身', '衣', '肉感', '战抖', '高过', '唉哼', '猫头鹰', '畏惧', '永远远', '医治', '牲口', '陷于', '老鼠', '恨', '万人', '肌肤', '生物', '肉吧', '肉给', '甘心', '一律', '种子', '管吃', '看法', '世上', '世俗', '奋斗', '度']"
flesh,cym,"['cnawd', 'gnawd', 'cig', 'gig', 'nghnawd', 'chig', 'chnawd', 'cnawdol', 'math', 'hanifeiliaid', 'ymroddi', 'chorff', 'nghig', 'gigfa', 'cyd‐doriad']"
flesh,est,"['liha', 'lihas', 'lihaks', 'lihast', 'inimeste', 'lihaga', 'lihalike', 'lihased', 'kombel', 'lihale', 'välimuse', 'lihal', 'asemel', 'rahuldamiseks', 'inimene', 'kehalise', 'kehaline', 'tavalisel', 'viisil', 'väliselt', 'jäämine', 'näkku', 'äraheitmise', 'inimesena', 'pealt']"
flesh,fin,"['lihan', 'lihaa', 'liha', 'lihasta', 'lihansa', 'lihaan', 'lihani', 'lihassa', 'lihaani', 'lihaansa', 'pestävä', 'lihasi', 'lihassani', 'lihaksi', 'lihaasi', 'lihalle', 'ihossaan', 'lihanne', 'lihamme', 'lihaamme', 'tulee', 'ruumiinsa', 'lihaanne', 'teurastanut', 'lihalla', 'lihastanne', 'lihalta', 'oleva', 'ääressä', 'muuhun', 'syntyy', 'spitaali', 'ruumiistaan', 'ruumistaan', 'ihmislihan', 'lihastani', 'paikkaa', 'lihalleen', 'lihastasi', 'lihallako', 'lihastaan', 'naapureittesi', 'täyteläisemmiltä', 'lihanikin', 'lihaltani', 'lihassaan', 'lihakaupassa', 'lihassamme', 'lihallisen', 'syntynyt', 'aluspukinettakin']"
flesh,rus,"['плоть', 'плоти', 'мясо', 'плотью', 'тело', 'мяса', 'теле', 'тела', 'мясом', 'коже', 'мясу', 'плотские', 'рана', 'пятна', 'телу', 'людей', 'осаде', 'куска', 'из', 'жизнь', 'заколоть', 'упитаннее', 'жизни', 'мясном', 'по-плотски', 'грязи', 'противоестественным']"
flesh,spa,"['carne', 'carnes', 'carnicería']"
blood,eng,['blood']
blood,spa,"['sangre', 'parienta', 'pariente', 'chorros', 'derramada', 'parentesco']"
blood,deu,"['blut', 'blutes', 'bluträcher', 'menschenblut', 'blutsverwandte', 'reinigungsblut', 'blutsverwandten', 'blutvergießerinnen', 'behaftet', 'befreien', 'ausliefern', 'blutschuld', 'blutstrahl', 'blutfeld', 'blutfluß', 'blutvergießen']"
blood,zho,"['血', '流血', '的', '血仇', '人血', '羊血', '血中', '用血', '亲', '死', '流', '血郎', '罪', '血流', '血溅', '血红', '血漏病', '血田', '流他血的罪', '葡萄汁', '血来', '上行', '血要', '经血', '除非', '必', '鹰', '确有', '血像', '出血', '猪血', '染血', '血腥', '血渍', '流人血', '血归', '鲜血', '全部', '血统', '血称义', '体', '血蒙', '有血有肉', '血使']"
blood,fra,"['sang', 'parente', 'parent']"
blood,nld,"['bloed', 'bloedwreker', 'bloedverwante', 'leed', 'druivenbloed', 'reinigingsbloed', 'bloedvloeiing', 'bloedverwant', 'vergieten', 'bloedbruidegom', 'optreden', 'verwant', 'bevrijden', 'bloedsporen', 'bloedvergietsters', 'bloedprijs', 'bloedveld', 'geboden']"
blood,pol,"['krew', 'krwi', 'krwią', 'krewną', 'zostałaby', 'cielesnych', 'krewnemu', 'napojów', 'krwawienie']"
blood,tur,"['kan', 'kanı', 'kanını', 'kanından', 'kana', 'kanıyla', 'kanının', 'kandan', 'kanına', 'kanla', 'kanları', 'kanlı', 'kanlarını', 'kanaması', 'kanında', 'sorumludur', 'kemikten', 'kanın', 'kanlarının', 'döktüğü', 'kanlar', 'kanlarıyla', 'kanıdır', 'kanımı', 'bulandı', 'öcünü', 'kurtulup', 'kandadır', 'kastetmeyeceksin', 'kanlarından', 'dökülen', 'sunakta', 'sunağa', 'girersem', 'kanda', 'dökeceğin', 'kanlıdır', 'içenin', 'kanım', 'silkeleyerek', 'kanıma', 'danışmadım', 'yürürlüğe', 'direnmiş', 'kanınla']"
blood,rus,"['кровь', 'крови', 'кровью', 'очищаясь', 'кровная', 'кровотечением', 'неё', 'кровные', 'ближнего', 'кровное', 'кровного', 'кровный', 'ближайшему', 'лилась', 'кровопролитие', 'кровопролития', 'кровопролитием', 'следы', 'посредством', 'человека', 'страдала']"
blood,fin,"['verta', 'veren', 'veri', 'verensä', 'vereksi', 'verestä', 'vereen', 'verellä', 'verineen', 'veressä', 'vereni', 'vertaan', 'verenkostaja', 'vertani', 'verestään', 'veressäsi', 'puhdistusveren', 'verenkostajan', 'vuodattamisen', 'verenvuotoa', 'verellään', 'tapetun', 'epäpuhtautta', 'semmoinen', 'kuka', 'verisukulaiselleen', 'liittyy', 'seisomistaan', 'verissään', 'verenkostajiaan', 'verenvuodatusta', 'verestäni', 'verestäsi', 'tuomioilla', 'verenvuodattaja', 'veresi', 'tuomiolla', 'vertasi', 'verenvuodosta', 'verikedoksi', 'verenvuotonsa', 'putosivat', 'verenne', 'vereensä', 'ostit', 'vertamme']"
blood,est,"['vere', 'verega', 'veri', 'verd', 'verest', 'vereks', 'verejooks', 'lepinguverd', 'vereta', 'kannatanud', 'verepõlluks', 'verepiiskadeks', 'veresse', 'anumate', 'pannud', 'veres', 'surutõrrest']"
blood,ita,"['sangue', 'parente', 'parentela']"
blood,cym,"['gwaed', 'waed', 'ngwaed', 'gwaedlyd', 'cyfnesaf', 'gyfnesaf', 'chyfnesaf', 'o’i', 'gâr', 'dialydd', 'phurwaed', 'geraint', 'ddisgynnaf', 'gwaedlif']"
horn,eng,"['horn', 'horns']"
horn,zho,"['角', '号角', '吹角', '角声', '走在', '四角', '吹号', '抹', '抹燔', '角上', '些', '连在', '吹起', '前面', '把角', '角因', '盛', '得到', '聚会', '王', '喜乐', '东面', '以色列', '君王', '伸到', '窥伺', '角必', '坛角', '加宁', '七角七']"
horn,fra,"['cornes', 'cor', 'corne', 'cors', 'sonne']"
horn,pol,"['róg', 'rogi', 'rogu', 'rogów', 'rogami', 'rogach', 'postaci', 'rogom']"
horn,cym,"['utgorn', 'gyrn', 'corn', 'gorn', 'chyrn', 'utgyrn', 'cyrn', 'cornet', 'chorn', 'nghorn', 'nghyrn', 'deugorn', 'hutgyrn', 'trwmped', 'thrwmpedau', 'corniog', 'cymerasom']"
horn,est,"['sarve', 'kuldaltari']"
horn,fin,"['torven', 'sarvea', 'sarviin', 'torveen', 'sarvet', 'sarven', 'torvea', 'sarvi', 'torviin', 'sarveni', 'sarvensa', 'pässinsarvitorvea', 'torvi', 'puhallettaessa', 'sarveen', 'sarvesi', 'öljysarven', 'rautasarvet', 'sarvista', 'sarvistaan', 'sarville', 'torvensa', 'torvet', 'torvia', 'torvien', 'torvenpuhaltaja', 'sarveanne', 'puhaltakaa', 'sarvemme', 'norsunluusarvia', 'puskitte', 'sarvia', 'sarvesta', 'luo']"
horn,rus,"['рога', 'рог', 'рогов', 'рогами', 'бараньи', 'роги', 'каждому', 'рогах', 'слоновую', 'вырасти', 'произносимые']"
horn,spa,"['cuerno', 'cuernos', 'carnero']"
horn,deu,"['horn', 'hörner', 'horns', 'hörnern', 'hörnerschall', 'widderhörner', 'ölhorn', 'mögen', 'widderhorn', 'hörnerklang', 'elfenbeinhörner']"
horn,ita,"['corno', 'corni', 'corna', 'montone', 'suona']"
hair,eng,"['hair', 'hairs']"
hair,deu,"['haar', 'haare', 'ziegenhaar', 'haarausfall', 'härenes', 'haupthaar', 'haares', 'kamelhaar', 'haarflechten', 'künstlerischen', 'schopf']"
hair,nld,"['haar', 'haren', 'geitenhaar', 'plek', 'hoofdhaar', 'haarlokken', 'kameelhaar', 'afgedroogd', 'hierdoor', 'beziet', 'bijzondere']"
hair,fra,"['cheveux', 'poil', 'cheveu', 'poils', 'anormale', 'chevelure', 'boucles', 'ne', 'restée', 'flotter', 'coupée', 'chameau', 'tondre', 'sac']"
hair,pol,"['włosy', 'włosów', 'sierści', 'włos', 'włosami', 'kozią', 'sprowadzilibyście', 'siwiznę', 'włosiana', 'kozia', 'włosem', 'zejść', 'warkoczy', 'artystycznego', 'włosia', 'uczynić', 'wielbłądzią', 'dał', 'włosiany']"
hair,spa,"['pelo', 'cabello', 'cabellos', 'cabra', 'canas', 'cabellera', 'guedejas', 'pelos', 'mechón']"
hair,ita,"['capelli', 'pelo', 'capra', 'capello', 'peli', 'nello', 'cammello', 'lunghi', 'tagliati', 'capigliatura', 'chioma', 'radere', 'crine']"
ear,eng,"['ear', 'ears']"
ear,spa,"['oído', 'oídos', 'oreja', 'espigas', 'orejas', 'espiga', 'oye']"
ear,deu,"['ohren', 'ohr', 'gehör', 'ähren', 'ohrläppchen', 'hin', 'ährenbündeln', 'emporgestiegen', 'ähre', 'schenken', 'ohres']"
ear,zho,"['耳朵', '听', '耳', '留心', '麦穗', '听见', '侧耳', '向', '耳听', '大拇指', '耳中', '在意', '倾听', '禾捆', '耳鸣', '我', '垂听', '耳朵垂', '给', '主', '日子', '心里', '右耳', '吐穗', '抹掉', '耳上', '上', '零碎', '众民听', '知道', '吗', '双耳', '听从', '谷穗', '，', '无效', '垂顾', '黎巴嫩', '消散', '侧', '听闻', '说', '宣读', '王听', '你', '事']"
ear,nld,"['oor', 'oren', 'aanhoren', 'korenaren', 'aren', 'lenen', 'ore', 'ontsproten', 'gehoor', 'aar', 'rechteroorlel', 'schoven', 'halmen', 'korenaar', 'voor', 'afhieuw', 'rechteroor']"
ear,fra,"['oreilles', 'l’oreille', 'oreille', 'épis', 'épi', 'd’oreille', 'd’oreilles']"
ear,pol,"['ucha', 'uszy', 'uszu', 'ucho', 'uszach', 'kłosów', 'kłosy', 'uszami', 'wyrastało', 'wyjawię', 'uszom', 'chude', 'wykłosił', 'wyjawili', 'kłosa', 'uchem']"
ear,tur,"['kulak', 'kulağını', 'kulağı', 'kulakları', 'kulağına', 'kulakmemesine', 'duydum', 'kulaklarını', 'başak', 'cılız', 'donup', 'kulaktan', 'sesle', 'dediğini', 'başaklardan', 'kulaklar', 'bildirdiler', 'haber', 'kulaklarına', 'asmadılar', 'kulağın', 'kulaklarınızla', 'i̇şitecek', 'anlattı', 'başaklanmış', 'kulakmemelerine', 'kişinin', 'yakınmaya', 'geçirerek', 'başakları', 'toplayayım', 'aktardı', 'söylemişti', 'yapmaz', 'olumlu', 'derdime', 'kuluna', 'önüme', 'dinlerken', 'dualara', 'işitip', 'kulaklarındadır', 'taşıtırlar', 'kulaklarımda', 'kulağınızı', 'ulaşır', 'işiten', 'kulaklarımla', 'dinlemedim', 'kulaklarından', 'topladığında', 'kulağınla', 'ağzına', 'dinlemem', 'kulağımı', 'duyur', 'girişindeydi', 'kulaklarıyla', 'parçasını', 'kulaklarınıza', 'tükürdükten', 'kulaklarınız', 'karnımdaki', 'kulağınızda', 'kulakların']"
ear,afr,"['ore', 'oor', 'luister', 'graanare', 'gegee', 'smeer', 'hoor', 'are', 'geluister', 'toestop', 'afgekap', 'hore', 'gesmeer', 'gehoor', 'aar', 'graanaar']"
ear,cat,"['orelles', ""l'orella"", 'governador', 'sentir', 'escapçar', 'escolteu', 'oïda', 'coneixement', ""d'escoltar"", 'sord']"
ear,dan,"['ører', 'øre', 'lyt', 'påhør', 'aks', 'øret', 'ørerne', 'øreflip', 'lytte', 'lyttede', 'mens', 'lyttet', 'bundterne', 'tjener', 'aksenes', 'lytter', 'aksene']"
ear,fin,"['korvansa', 'kuullen', 'korvasi', 'korvat', 'korviisi', 'korva', 'korviinne', 'korvien', 'korvani', 'korvaansa', 'korvan', 'korvalehteen', 'korviini', 'korviinsa', 'korviin', 'korvissaan', 'tähkää', 'korvaani', 'korvanne', 'tähkät', 'korvaasi', 'korvillamme', 'korvin', 'korvillaan', 'korvissa', 'tähkäpäitä', 'tähkiä', 'korvaan', 'korvaanne', 'korvillasi', 'korvaa', 'tähkällä', 'mieleen', 'korvalehteensä', 'korvia', 'tähkäpäiden', 'korvissani', 'korvissanne', 'tähkäpää', 'korvahan', 'korvallasi', 'korvalle', 'koiraa', 'korvieni', 'puoleeni', 'tullut', 'korvilta', 'korvilleen', 'asioita', 'korviaan']"
ear,ell,"['αφτιά', 'αφτί', 'ακρόαση', 'στάχυα', 'ενώπιον', 'αφτιού', 'εμένα', 'εσένα', 'ακούει', 'στάχυ', 'είπατε', 'φανερώσω', 'οπωσδήποτε', 'φανερώνει', 'φανέρωσαν', 'υπηρέτη', 'άκουγα', 'προσφώνηση']"
ear,hun,"['hallatára', 'füledet', 'füle', 'fülét', 'fülébe', 'fülüket', 'füleddel', 'gabonakalász', 'fül', 'fülük', 'fülcimpájára', 'fületek', 'fülemet', 'fületeket', 'fülembe', 'füledbe', 'fületekkel', 'fület', 'füleid', 'füled', 'mozdították', 'gabonakalászok', 'kalászt', 'figyeljetek', 'füleljetek', 'kévék', 'ordításod', 'füleim', 'fülével', 'fülem', 'fülünkkel', 'fülükkel', 'fülükben', 'kalászban', 'józsuéval', 'fülcimpájukra', 'panaszkodnak', 'kalászokat', 'juttatná', 'engedelmesen', 'figyeltek', 'fülében', 'fülemmel', 'füleimet', 'imámra', 'hallgat', 'fülön', 'fedd', 'gabonakalászt', 'hallók', 'beszédemre', 'fülek', 'mozdítottátok', 'függőket', 'hallasson', 'füldarabot', 'emberek', 'fülünknek']"
ear,isl,"['eyru', 'eyra', 'eyrað', 'eyrum', 'eyrna', 'huga', 'eyrun', 'kitlar']"
ear,gle,"['cluas', 'chluas', 'chluasa', 'gcluasa', 'cluasa', 'éisteacht', 'aird', 'ndiasa', 'éist', 'gcomhchlos', 'cluaise', 'diasa', 'chluais', 'é', 'gcluais', 'scéil', 'éistigí', 'bpunann', 'salm', 'cúramach', 'eascar', 'gcluaise', 'chluinfidh', 'do', 'gcogar', 'bhráid', 'iúl', '?', 'insíodar', 'thoil', 'muintir', 'gclos', 'gigilt', 'gcluas', 'éistfidís', 'dtaca', 'n‑éistfeadh', 'bhriathra', 'bhia', 'bhfuaireamar', 'gaothuirlisí', 'siúrthóir', 'bhéil', 'éisteann', 'cluais', ""d'éisteacht"", 'ard', 'éistfeadh', 'aire', 'rothlaim', 'chloisteáil']"
